"","COUNTRY","ID","DATE","Q1","Q13A","WT","Q1001","Q1002","Q2061A","Q1COVID19","Q2ACOVID19","Q2BCOVID19","Q12COVID19_3","Q12COVID19_4","Q12COVID19_5A","Q12COVID19_5B","Q5COVID19","Q10COVID19_5","Q13COVID19","Q14COVID19","Q15COVID19_1","Q15COVID19_2","Q16COVID19","Q101","Q102","Q112_1","Q112_2","Q118","Q601_1","Q601_4","Q601_19","Q601_18","Q601_20","Q620","Q619_1A","Q619_1B","Q619_3A","Q619_4A","Q619_5A","Q601A","Q201A_1","Q201A_2","Q201B_6","Q201B_13","QLIB1","Q204A_3","Q204A_1","Q204A_2","Q521_1","Q521_2","Q521_4","Q204_11","Q204_20","Q204_25","Q210","Q211","Q700B_1","Q700B_13","Q700B_23","Q700B_5","Q725_1","Q725_4","Q725_23","Q725_15","Q732B","Q730B","Q734A","Q734B","Q727_1","Q727_4","Q727_5","Q104","Q104A_1","Q104A_2","Q104A_3","Q104A_4","Q104A_5","Q104A_6","Q104A_7","Q104A_8","Q1003","Q1010","Q1010B1","Q1010B2","Q1014C","Q1005","Q1005B","Q1005C","Q1005D","Q1005E","Q1006A","Q1006B_CODE","Q1016","Q1012","Q1012A","Q1012B","Q609","Q602_1","Q602_2","Q602_3","Q602_4A","Q602_4B","Q1011D","Q1011E","Q1011F"
"2899",11,680,"2021-03-30",11005,1,0.881349718659211,27,1,15,2,1,NA,1,1,NA,98,4,2,3,98,99,NA,1,4,2,3,3,3,4,4,4,2,2,3,4,2,2,2,4,2,4,2,1,4,4,4,2,2,1,2,1,2,4,3,1,4,4,4,3,4,5,5,98,98,4,5,NA,98,98,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,1,NA,NA,NA,NA,1,14,2,1,NA,1,3,3,3,3,2,NA,2,2,1
"2900",11,682,"2021-03-30",11005,2,0.881349718659211,33,1,7,4,NA,2,2,1,NA,3,2,3,1,3,7,3,1,3,1,1,1,5,1,1,2,1,1,4,1,3,4,4,1,2,4,3,1,3,4,4,4,3,3,2,2,3,3,4,1,2,2,2,1,1,2,98,98,1,2,4,NA,4,2,1,2,1,0,0,0,0,1,0,0,NA,6,1,NA,NA,9,2,NA,NA,NA,NA,2,7,3,1,NA,1,2,4,5,5,2,NA,2,2,2
"2901",11,683,"2021-03-30",11012,1,0.83207205550982,31,1,7,4,NA,1,2,3,NA,2,4,98,4,97,3,99,1,1,98,3,3,4,98,3,99,3,2,3,4,2,2,4,4,4,2,3,2,3,1,98,2,2,1,1,1,1,1,2,4,NA,98,4,1,4,2,5,1,5,3,5,NA,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,1,NA,NA,NA,NA,1,20,2,1,NA,3,2,3,4,4,3,NA,98,1,2
"2902",11,684,"2021-03-30",11010,1,0.822860584633965,31,1,1,3,NA,6,3,1,NA,3,4,2,3,97,3,5,1,2,2,3,3,5,3,2,3,3,1,2,1,1,98,1,2,2,4,1,99,2,4,3,4,4,1,4,1,98,97,4,1,1,98,2,1,3,1,1,98,5,1,5,NA,4,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,2,5,1,NA,NA,NA,NA,1,16,3,1,NA,98,98,98,3,3,3,NA,2,4,1
"2903",11,685,"2021-03-30",11010,1,1.0234335627332,44,1,7,2,4,NA,3,1,NA,3,3,2,1,4,5,99,1,3,2,3,3,2,4,1,4,2,1,2,4,4,3,1,4,3,3,2,3,3,4,3,4,4,4,3,4,3,4,3,1,3,2,2,3,4,4,2,4,5,4,4,NA,4,6,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,1,10,1,NA,NA,NA,NA,1,16,4,1,NA,1,2,3,3,1,1,NA,2,2,2
"2904",11,686,"2021-03-30",11005,1,1.09617947368634,39,1,16,4,NA,6,1,1,NA,98,2,98,2,4,3,98,1,98,98,3,3,6,4,4,3,4,4,2,98,1,4,98,4,1,1,1,1,99,4,4,4,4,1,1,1,1,1,1,1,1,98,98,98,98,98,5,98,98,4,5,NA,3,97,97,97,2,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,2,4,1,NA,NA,NA,NA,1,16,2,1,NA,98,1,3,3,4,3,NA,1,99,2
"2905",11,687,"2021-03-30",11004,2,1.01446266944146,39,1,7,3,NA,2,1,1,NA,1,4,2,1,3,3,6,1,2,1,3,3,4,4,4,4,4,1,1,4,4,2,1,1,3,1,1,1,1,1,1,3,3,1,2,1,1,2,1,3,1,4,1,2,4,4,1,2,5,4,5,NA,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,10,1,NA,NA,NA,NA,1,13,1,1,NA,1,3,2,3,3,2,NA,2,2,2
"2906",11,688,"2021-03-30",11012,1,1.05935583535269,80,1,15,2,98,NA,2,1,NA,3,97,2,1,98,7,98,1,3,2,3,3,6,2,4,2,98,2,3,1,3,4,4,2,2,3,3,1,3,4,98,3,3,1,3,3,98,98,98,2,4,3,2,2,4,98,98,98,5,3,98,NA,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,11,3,1,NA,NA,NA,NA,NA,4,1,NA,1,1,4,4,4,4,NA,2,1,2
"2907",11,689,"2021-03-30",11016,1,0.961196383618232,40,1,6,3,NA,1,2,3,NA,2,4,2,4,2,3,7,1,1,1,3,3,6,4,3,4,3,1,1,1,4,1,1,4,2,3,2,3,4,4,98,3,3,4,4,4,1,1,1,1,2,4,1,1,2,1,1,2,2,1,4,NA,4,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,2,4,1,NA,NA,NA,NA,1,20,1,1,NA,1,2,3,3,3,4,NA,2,2,1
"2908",11,69,"2021-03-19",99998,1,0.887351164267582,30,1,98,4,NA,1,98,1,NA,98,4,98,4,97,98,NA,1,1,98,3,3,2,2,3,2,3,2,2,4,98,4,2,4,2,99,98,98,2,98,2,2,2,98,2,2,1,97,2,2,98,98,1,98,2,98,99,99,99,98,5,NA,4,6,1,97,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,NA,4,2,NA,NA,NA,NA,2,20,1,1,NA,1,1,98,98,4,98,NA,1,7,1
"2909",11,691,"2021-03-30",11018,2,1.07836225729232,36,1,1,4,NA,98,1,1,NA,1,4,3,4,97,2,3,1,4,1,1,3,4,2,3,2,3,4,1,4,4,4,4,4,1,4,4,4,3,4,2,4,3,1,4,4,4,4,1,4,NA,4,4,1,4,5,2,2,2,1,5,NA,4,4,2,2,1,0,0,0,1,0,0,0,NA,7,1,NA,NA,10,1,NA,NA,NA,NA,1,6,1,1,NA,1,3,5,5,4,5,NA,1,3,1
"2910",11,692,"2021-03-30",11015,2,0.98367068866201,58,1,2,2,6,NA,98,1,NA,3,4,3,1,1,3,98,1,2,1,3,3,4,2,3,3,2,1,3,4,4,1,4,4,2,1,2,2,1,4,2,2,2,2,2,2,1,2,2,2,1,98,2,2,2,5,98,2,5,1,5,NA,4,2,6,97,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,1,8,1,NA,NA,NA,NA,1,16,2,1,NA,1,1,3,4,4,3,NA,2,1,2
"2911",11,694,"2021-03-31",11012,1,0.886576564017808,29,2,7,3,NA,6,2,2,NA,1,3,2,2,2,3,2,1,1,1,3,3,4,1,4,3,1,1,3,4,4,4,4,4,2,98,1,4,98,4,2,2,2,2,1,2,1,1,98,4,NA,4,2,2,4,98,1,1,5,1,2,NA,4,3,98,4,1,0,0,0,1,0,0,0,NA,6,4,1,1,5,1,NA,NA,NA,NA,1,16,2,1,NA,1,1,3,5,4,3,NA,2,1,1
"2912",11,695,"2021-03-31",11010,1,1.3748803470211,20,1,1,4,NA,5,3,1,NA,3,97,3,2,98,3,6,1,4,2,3,3,3,2,4,4,4,2,4,4,4,2,4,2,3,4,4,4,1,2,4,4,3,1,2,4,2,4,2,1,2,2,2,2,4,98,98,98,5,2,3,NA,98,98,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,10,1,NA,NA,NA,NA,2,7,1,1,NA,1,3,1,4,3,1,NA,2,2,2
"2913",11,696,"2021-03-31",11012,3,1.10268036711483,44,2,2,2,6,NA,1,1,NA,1,2,1,4,97,3,7,1,1,4,1,1,3,3,3,3,3,2,2,1,1,4,1,1,3,4,3,1,4,4,4,3,3,2,2,4,3,3,2,1,2,4,2,4,4,4,2,1,4,99,4,NA,4,99,99,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,1,7,1,NA,NA,NA,NA,1,16,3,1,NA,1,1,1,4,4,4,NA,1,2,2
"2914",11,697,"2021-03-31",11015,1,0.86249114604251,46,1,15,1,6,NA,3,1,NA,1,2,1,2,1,5,7,1,2,1,3,3,4,2,3,3,2,2,1,2,4,4,1,4,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,5,NA,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,1,5,1,NA,NA,NA,NA,1,7,2,1,NA,1,1,2,2,5,5,NA,2,1,2
"2915",11,698,"2021-03-31",11011,1,0.681586180437622,26,1,2,2,5,NA,1,3,NA,1,97,3,3,1,3,2,1,4,1,1,1,1,3,4,3,3,3,4,2,1,4,1,4,2,1,3,1,2,2,98,4,4,4,4,4,4,2,2,1,4,1,98,1,98,1,98,1,4,1,5,NA,4,1,1,1,1,1,0,0,0,0,0,0,NA,6,1,NA,NA,4,6,NA,1,NA,NA,NA,NA,3,1,NA,1,2,4,4,4,4,NA,2,3,2
"2916",11,699,"2021-03-31",11005,1,0.881349718659211,32,1,1,3,NA,2,3,2,NA,3,4,1,1,2,5,3,1,4,2,3,2,4,2,4,3,2,3,3,1,2,3,1,4,3,3,3,2,3,1,4,4,2,3,4,3,2,4,2,1,4,3,1,98,3,2,1,4,5,2,5,NA,98,2,1,2,1,1,0,0,0,0,0,0,NA,6,4,2,NA,6,1,NA,NA,NA,NA,2,17,2,1,NA,1,2,4,3,3,4,NA,2,2,2
"2917",11,70,"2021-03-19",11010,1,0.918569669642437,51,1,6,4,NA,7,1,1,NA,1,4,2,1,2,98,NA,1,2,1,3,3,3,3,3,3,2,2,2,1,1,1,2,1,2,98,3,98,3,4,2,3,3,99,4,99,3,4,4,1,1,4,2,4,4,5,4,4,4,98,3,NA,4,2,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,2,4,6,NA,1,NA,NA,NA,NA,4,1,NA,1,1,1,2,2,4,NA,2,2,2
"2918",11,700,"2021-03-31",11012,1,1.10268036711483,35,2,1,1,5,NA,3,3,NA,98,4,98,4,97,3,2,1,4,98,2,2,6,2,4,3,3,2,2,2,1,4,1,1,2,4,3,2,4,4,98,2,2,4,4,4,3,3,98,1,4,4,2,2,4,98,2,2,5,4,4,NA,4,3,97,3,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,2,5,1,NA,NA,NA,NA,1,13,1,1,NA,1,2,3,3,4,3,NA,2,2,2
"2919",11,701,"2021-03-31",11013,1,0.990094987664372,35,1,6,1,7,NA,3,3,NA,1,2,2,1,98,7,1,1,3,1,3,2,1,1,3,1,1,1,3,1,2,4,2,2,3,1,1,1,1,1,2,1,3,1,4,2,2,2,1,1,2,2,1,98,4,98,2,98,5,4,5,NA,2,1,98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,2,4,2,NA,NA,NA,NA,2,8,1,1,NA,1,1,4,4,4,4,NA,2,1,2
"2920",11,703,"2021-03-31",11013,1,0.94685748798709,50,2,6,4,NA,7,2,1,NA,3,4,2,4,1,3,2,1,2,2,3,3,4,2,4,2,3,4,2,1,4,4,4,1,1,3,1,1,1,4,2,2,2,3,2,4,2,2,2,1,1,3,3,1,1,2,2,2,2,2,4,NA,4,6,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,1,5,1,NA,NA,NA,NA,1,16,1,1,NA,1,1,3,3,3,3,NA,2,2,2
"2921",11,705,"2021-03-31",11005,3,1.0483092589794,52,2,12,4,NA,4,1,1,NA,1,4,3,4,4,98,NA,1,1,3,3,3,4,2,3,2,4,2,2,4,4,1,2,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,2,2,1,2,2,2,1,3,3,3,1,4,NA,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,2,1,NA,NA,NA,NA,1,1,3,1,NA,1,3,1,2,3,3,NA,2,1,2
"2922",11,706,"2021-03-31",11011,1,0.867764147060487,64,1,6,1,3,NA,3,2,NA,1,4,2,4,97,7,8,1,2,1,3,3,5,1,3,2,2,2,3,1,1,4,1,2,2,3,3,2,3,2,3,3,3,4,4,4,2,3,2,1,1,2,2,1,2,2,2,1,4,1,5,NA,99,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,NA,2,2,NA,NA,NA,NA,2,1,2,1,NA,1,2,4,4,5,3,NA,2,2,2
"2923",11,708,"2021-03-31",11018,2,1.14899989550896,35,2,7,1,1,NA,2,1,NA,3,3,2,1,2,3,5,1,3,2,3,3,1,2,3,2,2,2,3,4,2,4,1,3,2,3,3,3,2,2,2,3,2,2,2,2,3,3,3,1,2,4,2,2,2,2,2,1,2,4,4,NA,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,1,11,1,NA,NA,NA,NA,1,16,1,1,NA,1,2,2,3,3,3,NA,2,1,2
"2924",11,709,"2021-03-31",99998,1,0.945476706114751,29,2,1,2,1,NA,2,2,NA,1,4,99,2,98,3,5,1,3,98,2,1,3,4,4,4,4,2,4,3,3,1,1,1,4,3,3,4,1,1,98,3,4,4,4,4,98,3,2,1,98,3,1,98,3,2,2,4,2,1,4,NA,4,2,98,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,1,6,1,NA,NA,NA,NA,1,16,4,1,NA,3,1,1,3,1,1,NA,2,2,2
"2925",11,71,"2021-03-19",11004,1,1.03844524350588,60,1,15,1,6,NA,3,97,NA,2,2,2,1,1,3,5,1,3,1,1,1,2,1,2,2,3,2,1,4,2,4,1,98,3,1,1,1,1,4,98,3,3,3,2,2,4,97,97,2,3,1,1,1,1,2,2,2,2,1,4,NA,2,6,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,5,1,NA,NA,NA,NA,1,20,3,1,NA,1,1,5,5,1,5,NA,2,2,2
"2926",11,710,"2021-03-31",11014,2,0.771346076022168,57,1,1,2,6,NA,3,1,NA,3,2,2,3,1,6,5,1,4,4,1,1,5,2,3,3,1,2,3,1,1,2,1,4,2,2,3,3,3,3,2,3,3,3,3,2,3,3,3,2,2,3,2,2,4,5,4,5,5,2,5,NA,4,2,98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,2,4,1,NA,NA,NA,NA,1,10,3,1,NA,1,2,3,3,1,3,NA,2,2,1
"2927",11,712,"2021-03-31",11018,1,0.867024328489883,27,1,1,4,NA,3,3,3,NA,1,2,3,1,3,5,8,1,4,1,3,3,1,2,2,4,1,2,3,4,1,3,4,4,1,1,1,3,1,3,2,1,1,1,2,4,4,1,4,2,4,1,1,1,1,1,1,1,2,2,5,NA,1,3,1,1,1,0,0,0,0,0,0,0,NA,4,1,NA,NA,8,1,NA,NA,NA,NA,1,20,4,1,NA,1,1,3,3,5,5,NA,2,1,2
"2928",11,713,"2021-03-31",11015,1,0.98367068866201,55,1,6,2,1,NA,2,1,NA,2,4,2,2,98,3,5,1,4,1,3,3,3,2,3,3,3,4,2,1,4,4,4,4,1,4,3,1,4,4,98,4,4,4,1,4,4,4,2,1,4,4,2,3,4,4,3,3,3,2,4,NA,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,NA,2,1,NA,NA,NA,NA,1,13,1,1,NA,1,1,3,3,1,3,NA,2,2,1
"2929",11,715,"2021-03-31",11010,3,1.0234335627332,40,1,7,3,NA,1,2,1,NA,1,4,2,1,97,3,6,1,2,1,3,3,4,2,3,2,3,2,3,1,2,4,1,4,2,1,4,98,1,1,2,4,4,4,4,4,3,98,98,1,98,4,4,4,4,98,98,98,5,2,2,NA,4,2,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,2,21,1,NA,NA,NA,NA,1,20,1,1,NA,1,2,5,5,5,5,NA,2,2,2
"2930",11,716,"2021-03-31",11010,1,1.04762821469784,67,1,2,2,4,NA,1,1,NA,1,97,2,1,1,2,5,1,3,1,3,3,6,3,3,2,3,2,3,3,2,4,4,4,2,3,1,1,1,1,1,1,3,1,1,1,2,2,2,1,4,2,1,2,4,2,2,1,4,2,2,NA,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,2,3,1,NA,NA,NA,NA,NA,3,1,NA,1,1,3,5,4,4,NA,2,3,2
"2931",11,717,"2021-03-31",11012,2,1.05935583535269,60,1,7,1,4,NA,1,2,NA,2,4,2,1,2,5,7,1,4,5,3,3,3,1,4,4,1,4,4,2,2,4,4,4,4,98,4,2,4,4,4,3,3,4,4,4,3,4,4,1,4,3,3,2,4,4,5,5,5,4,5,NA,4,6,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,6,2,NA,NA,NA,NA,2,20,4,1,NA,1,1,2,1,2,1,NA,2,2,2
"2932",11,718,"2021-03-31",11012,1,0.928852550992403,46,1,16,2,99,NA,2,2,NA,2,3,99,1,99,3,5,1,2,1,3,3,4,2,3,2,3,3,2,4,3,3,2,4,3,1,1,1,1,4,1,2,1,1,1,1,1,2,2,2,1,4,4,4,4,5,5,5,5,4,7,NA,4,97,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,11,1,NA,NA,NA,NA,1,20,2,1,NA,1,1,3,3,3,2,NA,2,2,1
"2933",11,719,"2021-03-31",11005,3,0.881349718659211,30,1,7,4,NA,6,3,1,NA,2,4,2,4,1,3,7,1,4,3,3,2,1,2,3,3,1,4,1,1,1,2,1,4,3,3,4,3,3,2,4,3,3,4,4,4,3,4,4,1,4,1,4,3,4,4,4,2,5,4,4,NA,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,4,2,NA,NA,NA,NA,2,8,3,1,NA,1,3,1,1,1,3,NA,2,2,2
"2934",11,721,"2021-03-31",11012,3,0.989696622648208,50,2,1,3,NA,7,1,1,NA,2,4,2,4,3,5,2,1,2,1,1,1,1,98,4,2,1,98,2,2,1,4,4,4,2,1,3,98,3,2,2,4,3,2,2,4,3,2,98,2,1,3,4,98,98,98,98,98,98,2,4,NA,98,98,98,97,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,3,4,NA,NA,NA,3,NA,NA,3,1,NA,1,99,1,3,1,4,NA,2,2,2
"2935",11,722,"2021-03-31",11005,1,1.12209388750115,65,1,15,1,5,NA,2,3,NA,2,4,2,1,3,3,5,1,98,1,3,1,4,2,2,2,2,2,3,4,4,4,1,4,1,1,1,1,1,1,1,3,3,1,98,1,2,98,3,1,4,2,1,1,1,3,98,1,1,1,1,NA,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,7,3,1,NA,NA,NA,NA,NA,3,1,NA,1,1,5,5,5,4,NA,2,2,2
"2936",11,723,"2021-03-31",11003,1,0.965773200540853,70,1,15,98,NA,NA,3,3,NA,3,97,3,1,1,8,8,1,4,1,3,3,4,1,2,2,4,1,4,4,1,4,1,2,2,2,1,1,3,2,2,3,3,1,4,2,2,4,4,1,2,2,2,4,98,5,4,5,3,1,4,NA,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,8,3,1,NA,NA,NA,NA,NA,1,1,NA,1,1,5,3,2,3,NA,2,2,2
"2937",11,724,"2021-03-31",11012,1,1.10268036711483,37,2,98,1,6,NA,2,2,NA,2,4,2,1,4,2,7,1,2,1,3,1,2,1,3,3,2,2,4,1,1,4,3,4,1,2,2,3,2,98,2,2,3,4,4,4,2,98,2,1,1,2,2,2,2,1,2,2,4,1,4,NA,4,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,7,1,NA,NA,NA,NA,1,16,1,1,NA,1,2,2,3,3,3,NA,2,2,2
"2938",11,726,"2021-03-31",11023,1,0.809131550230477,30,1,6,2,6,NA,1,1,NA,1,2,1,1,1,7,3,1,3,2,3,3,2,2,3,2,3,2,4,1,4,4,1,1,2,4,1,1,4,1,3,3,3,2,2,2,3,3,3,1,3,3,1,1,1,1,1,1,1,1,97,NA,98,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,2,4,1,NA,NA,NA,NA,1,16,3,1,NA,1,2,3,3,3,3,NA,2,1,2
"2939",11,728,"2021-03-31",11012,1,1.10268036711483,40,2,1,3,NA,5,2,3,NA,98,4,2,1,99,3,1,1,2,3,3,3,1,2,3,3,2,2,2,1,1,4,1,1,3,98,2,98,2,2,3,3,3,4,1,2,1,3,2,1,2,99,98,98,98,2,98,98,98,2,5,NA,98,6,97,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,1,8,1,NA,NA,NA,NA,1,17,1,1,NA,1,1,2,3,3,3,NA,2,2,2
"2940",11,730,"2021-03-31",11019,2,1.03889829194879,45,1,6,1,1,NA,2,2,NA,2,2,2,1,1,3,2,1,3,2,3,2,4,2,4,4,3,2,2,1,1,4,2,4,1,1,1,3,3,4,2,3,3,3,2,2,2,98,2,2,2,2,2,2,4,2,2,2,4,2,4,NA,99,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,1,5,1,NA,NA,NA,NA,1,20,3,1,NA,1,1,3,3,4,3,NA,2,2,1
"2941",11,731,"2021-03-31",11010,3,1.04762821469784,58,1,15,2,5,NA,3,1,NA,1,4,2,2,98,5,3,1,2,2,1,1,2,2,2,2,2,2,1,4,3,4,1,4,2,3,1,1,3,2,2,2,2,2,2,1,1,2,2,1,2,4,2,3,4,5,1,2,2,2,4,NA,4,2,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,8,1,NA,NA,NA,NA,1,16,4,1,NA,1,1,2,2,2,2,NA,2,1,2
"2942",11,732,"2021-03-31",11005,1,0.983861829119417,45,1,15,2,4,NA,2,1,NA,2,4,2,2,1,7,98,1,3,1,2,2,2,2,3,2,2,2,3,2,2,4,4,4,2,3,3,1,3,4,2,2,4,2,2,2,2,3,4,4,NA,2,2,2,2,5,5,2,2,3,4,NA,4,2,4,2,1,1,0,0,1,0,0,0,NA,6,4,1,1,6,1,NA,NA,NA,NA,1,13,2,1,NA,1,3,3,3,2,3,NA,2,2,1
"2943",11,734,"2021-03-31",11012,1,0.83207205550982,26,1,1,1,5,NA,3,1,NA,3,2,1,1,3,5,3,1,3,2,1,1,2,1,2,3,3,4,2,1,2,4,1,1,1,4,3,4,3,4,4,4,3,4,4,3,3,3,98,4,NA,4,1,4,3,2,1,2,2,2,1,NA,4,3,6,3,1,0,0,0,1,0,0,0,NA,7,4,1,1,4,2,NA,NA,NA,NA,2,7,4,1,NA,1,2,4,5,5,5,NA,2,1,2
"2944",11,739,"2021-04-02",11002,1,0.968440117468536,30,2,15,1,1,NA,3,3,NA,98,97,1,2,98,3,5,1,4,5,3,3,4,2,4,4,2,2,3,1,1,4,1,1,2,4,4,2,3,98,4,98,4,1,1,1,4,4,4,1,4,98,98,98,2,4,98,98,2,2,5,NA,3,1,2,1,1,1,0,1,0,1,0,0,NA,6,4,2,NA,2,1,NA,NA,NA,NA,2,1,2,1,NA,1,2,3,3,3,3,NA,2,1,2
"2945",11,74,"2021-03-20",11008,2,1.51987123363816,20,1,1,2,98,NA,3,1,NA,3,97,1,3,2,3,5,1,4,2,98,2,5,3,2,2,3,3,3,2,2,4,4,4,2,1,3,2,4,1,2,2,3,4,4,4,1,1,1,1,4,3,2,4,3,4,4,2,5,3,4,NA,4,6,97,6,2,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,10,5,NA,NA,NA,NA,NA,NA,1,1,NA,1,3,5,4,4,4,NA,2,1,2
"2946",11,740,"2021-04-02",11002,1,0.968440117468536,30,2,15,1,1,NA,3,3,NA,98,97,1,2,98,3,5,1,4,5,3,3,4,2,4,4,2,2,3,1,1,4,1,1,2,4,4,2,3,98,4,98,4,1,1,1,4,4,4,1,4,98,98,98,2,4,98,98,2,2,5,NA,3,1,2,1,1,0,0,0,0,0,1,0,NA,6,4,2,NA,2,1,NA,NA,NA,NA,2,9,2,1,NA,1,2,3,3,3,3,NA,2,1,2
"2947",11,741,"2021-04-02",11002,1,0.908902842557013,30,1,7,4,NA,6,3,1,NA,3,4,1,4,1,5,3,1,4,2,3,3,4,3,3,3,4,2,2,2,1,2,4,3,2,4,4,4,4,2,4,3,3,4,4,4,3,3,4,1,4,4,4,98,4,2,4,2,2,2,4,NA,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,9,1,NA,NA,NA,NA,1,6,3,1,NA,1,1,2,3,3,2,NA,2,2,2
"2948",11,742,"2021-04-02",11008,2,1.01543935805537,50,1,6,1,5,NA,1,1,NA,2,4,1,1,1,3,99,1,2,1,3,2,2,1,3,2,3,2,3,4,4,4,4,4,1,1,1,3,4,2,2,3,4,2,2,3,2,2,2,1,1,1,2,1,2,1,2,1,1,2,5,NA,1,6,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,1,5,2,NA,NA,NA,NA,2,8,1,1,NA,1,2,4,4,2,4,NA,2,2,2
"2949",11,743,"2021-04-02",11001,1,1.14121303677548,59,1,7,2,6,NA,1,3,NA,98,4,2,2,1,2,3,1,4,2,3,3,6,3,4,2,3,2,3,1,2,4,4,3,2,3,3,2,3,2,98,3,3,2,3,2,3,3,2,1,98,2,2,3,2,1,2,2,2,1,5,NA,3,98,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,1,8,1,NA,NA,NA,NA,1,20,1,1,NA,1,2,3,3,3,3,NA,2,1,1
"2950",11,744,"2021-04-02",11016,1,0.862709487662053,45,1,1,4,NA,1,1,2,NA,98,4,2,4,97,2,99,1,3,5,3,3,3,1,3,2,1,2,3,1,1,4,1,4,1,4,4,1,1,4,3,3,3,4,4,4,3,3,4,4,NA,4,4,4,4,1,1,1,1,2,4,NA,2,1,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,4,1,NA,NA,NA,NA,1,1,4,1,NA,1,1,2,5,1,5,NA,2,5,2
"2951",11,745,"2021-04-02",11010,3,1.0904731213363,44,2,1,4,NA,7,98,1,NA,3,97,2,3,1,3,5,1,3,1,1,1,3,3,3,4,2,1,2,98,3,2,1,4,3,2,1,1,1,4,2,2,2,1,1,1,3,2,3,2,2,2,1,1,3,2,1,2,98,1,4,NA,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,10,4,NA,NA,NA,3,NA,NA,2,1,NA,1,1,2,3,2,4,NA,2,1,2
"2952",11,746,"2021-04-02",11011,3,0.726233178885164,30,2,1,4,NA,3,3,1,NA,2,4,2,3,98,5,99,1,3,1,1,1,4,2,3,3,3,2,2,4,4,4,1,4,3,2,3,2,2,2,2,3,2,4,4,1,4,3,3,1,2,1,2,2,2,2,3,3,2,2,6,NA,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,1,6,4,NA,NA,NA,3,NA,NA,3,1,NA,1,1,3,4,4,3,NA,2,1,2
